symbol	TCGA-91-6840	TCGA-78-8655	TCGA-NJ-A7XG	TCGA-38-4625	TCGA-38-4627	TCGA-85-A4QQ	TCGA-56-8628	TCGA-63-A5M9	TCGA-77-8128	TCGA-34-5231
	0	0	0	0	0	0	0	0	0	5
	0	0	0	0	0	0	0	0	0	0
	0	0	1	0	0	0	0	0	1	1
AC093388.3	5	3	6	4	6	10	10	6	24	32
	1	0	0	0	0	0	0	0	0	0
RP11-716O23.1	4	0	1	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
SPIN4-AS1	0	0	2	2	0	1	4	2	0	0
	0	1	0	5	1	0	1	1	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	1	0	0	0	0	0	1
	0	2	6	7	5	1	15	6	1	11
	1	3	3	44	4	10	2	3	10	6
PIRT	2	0	1	0	5	2	0	0	0	1
	0	0	0	2	0	0	1	0	0	1
RNASEH2B-AS1	10	6	21	27	10	41	24	23	6	6
	0	0	0	16	3	2	26	31	0	4
	2	0	0	0	0	0	0	0	2	1
	0	0	0	1	0	0	0	0	0	1
	3	0	1	0	0	0	2	2	0	1
HNRNPA1P27	20	104	168	126	79	16	37	32	6	3
	0	0	0	0	1	2	0	2	0	0
RP11-13P5.2	7	5	0	11	79	10	6	9	25	12
	0	0	0	0	0	0	0	0	0	0
AC079779.6	0	0	0	0	1	1	0	36	0	2
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
EBAG9P1	13	1	19	2	1	7	15	18	3	19
	0	0	0	1	0	0	1	0	6	3
RP11-506O24.1	1	0	0	0	0	0	1	0	1	5
AC007365.1	3	0	0	3	4	2	1	6	3	4
GAS6-AS1	19	121	1248	107	29	98	429	127	56	339
	0	0	0	0	0	0	0	0	0	1
PRR23C	0	0	0	0	0	0	0	0	0	0
AC107083.1	0	0	0	0	0	0	1	0	2	2
	0	0	0	0	0	0	0	0	0	0
SLC26A4-AS1	4	71	3	924	114	16	22	5	1	3
RP5-1087E8.3	0	0	0	0	0	0	0	0	0	0
	1	0	0	1	0	0	0	2	0	0
	1	0	0	5	1	1	0	1	1	6
	1	0	0	0	0	0	1	0	0	0
	0	0	0	0	0	0	0	0	0	1
	0	0	0	0	0	0	1	0	0	2
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	8	2	0	2
	1	0	0	0	0	2	0	1	0	4
	1	0	0	2	0	1	0	1	0	2
MYCNOS	5	6	2	1	0	4	12	1	0	2
	1	0	8	68	10	2	4	11	2	9
	0	0	0	0	0	0	3	0	0	11
RP11-205K6.1	35	0	0	0	0	0	0	0	0	0
LINC01122	13	1	2	14	22	1	22	17	13	4
	0	0	0	0	0	0	0	0	0	0
LINC00284	6	4	6	1	20	18	6	1	0	10
	0	0	0	0	1	0	0	0	0	0
RP11-109P14.9	0	0	0	0	0	0	0	0	0	0
	2	0	0	0	0	0	0	0	0	0
RP4-666F24.3	9	0	2	1	16	17	6	1	0	12
	5	5	0	16	24	1	9	4	0	25
	0	1	0	2	0	2	0	0	2	1
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP5-1039K5.13	1	0	2	2	2	1	2	2	1	1
	0	0	0	0	0	0	0	0	0	0
	0	0	1	2	1	1	0	0	0	2
LINC00656	0	3	0	2	2	32	3	7	0	1
RPL36AP13	0	1	1	15	1	0	0	1	0	0
CICP27	1	3	1	3	0	0	7	3	15	11
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	2	0	0	0	0
AP001628.7	1	1	1	0	1	2	0	0	1	0
RP4-799D16.1	0	0	1	12	0	6	0	0	0	3
	0	0	0	0	0	0	0	0	0	0
AC092835.2	36	10	14	41	29	31	39	69	43	132
AC004947.2	3	8	5	8	17	0	13	2	0	20
	40	255	170	1294	132	472	176	95	352	1543
	0	0	0	0	1	1	1	6	0	0
	0	5	0	0	0	1	17	15	14	27
AC098617.1	2	3	16	49	6	1	12	1	1	1
	0	0	0	0	0	0	0	0	0	0
	1	0	1	2	0	0	0	0	1	2
	0	0	0	0	0	0	2	0	0	0
RP4-811H24.9	1	0	1	0	0	2	2	0	0	3
LINC01251	1	0	2	2	1	8	1	2	4	6
	0	1	2	26	3	2	0	6	5	2
	0	1	2	25	2	1	2	3	4	6
	0	0	0	0	0	0	0	0	0	0
	1	0	2	2	2	4	0	3	4	3
RP13-314C10.5	8	0	6	10	13	1	7	7	2	4
	2	0	0	9	1	2	1	1	0	0
	0	0	0	0	0	0	0	1	0	0
LINC01136	6	1	7	9	4	17	20	10	20	10
	0	0	0	2	0	2	2	0	1	3
UFL1-AS1	0	1	0	0	0	0	1	2	3	1
AC139887.4	9	6	26	4	2	7	14	8	3	36
	2	0	0	0	0	0	0	1	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
LINC01237	7	1	34	7	3	12	21	20	22	27
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	1	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-168K11.3	16	1	0	3	10	1	3	1	3	6
AP000695.4	17	16	0	38	46	243	34	15	21	13
	0	0	0	0	0	0	0	0	0	0
	15	0	85	25	3	28	17	56	18	3
ENOX1-AS1	0	0	0	1	2	1	0	0	0	0
HIST1H2BN	72	108	82	151	49	23	41	286	73	122
RP3-443C4.2	0	0	0	13	0	0	0	0	0	0
	0	0	0	1	0	0	0	0	0	0
RP11-135A24.4	1	0	5	1	0	0	3	2	1	0
	0	0	1	0	0	0	0	0	0	0
CTC-242N15.1	0	1	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	1
EIF4HP1	1	5	2	685	27	27	12	22	20	54
	0	0	0	0	0	0	0	0	0	0
	0	0	0	2	0	1	0	0	1	0
AC005083.1	31	212	203	80	393	7	45	100	15	31
	0	0	0	0	0	0	0	0	0	0
	110	48	205	236	96	34	27	8	2	26
EIF3LP2	7	3	10	74	3	16	2	7	13	16
	0	0	0	0	0	0	0	0	0	0
	0	0	2	1	2	3	1	3	0	14
	0	0	0	0	0	0	0	0	0	0
AC062031.1	0	0	0	0	0	0	0	1	0	0
	0	0	0	0	0	0	0	0	0	0
KCNQ5-IT1	0	4	9	13	1	0	0	16	8	21
AC093732.1	14	0	1	0	0	0	1	2	1	1
	3	2	5	183	1	9	3	21	2	10
	3	0	3	3	0	2	1	5	5	1
	1	0	0	0	0	1	0	0	1	0
AC022201.5	0	0	0	0	0	0	0	0	0	0
AC103563.8	0	0	0	2	2	0	1	0	0	2
LATS2-AS1	0	0	1	0	0	0	0	0	0	2
AC005304.1	0	1	1	0	0	0	1	4	0	1
POU6F2-AS2	42	0	0	20	2	57	47	63	13	68
AC026904.1	0	0	0	0	3	5	3	3	6	5
ADH5P4	1	2	7	245	5	5	8	19	6	22
RP11-359D14.2	0	2	4	3	13	1	1	4	3	5
	0	0	0	0	0	0	0	0	0	0
AC016907.3	1	0	7	4	1	4	7	6	6	6
TTTY15	0	0	186	0	1	155	900	0	40	436
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	2	1	0	32	1	3	10	9	7	1
	0	0	0	0	0	0	0	0	1	0
	0	1	0	4	0	0	0	0	0	0
DLG5-AS1	16	4	6	33	21	25	41	17	73	53
	0	0	1	0	0	2	0	0	0	8
	1	1	4	42	6	19	1	7	2	11
	2	0	0	3	0	2	0	1	0	3
RP11-61L14.6	0	0	0	0	0	0	0	0	0	0
	0	2	0	80	3	5	0	5	5	13
	0	0	0	0	0	0	0	0	0	0
AC073133.1	2	0	0	1	3	2	17	0	0	2
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
XXyac-YM21GA2.3	0	0	0	0	0	0	0	0	0	0
YEATS2-AS1	70	25	93	64	18	178	592	433	380	730
	0	0	0	0	0	0	0	0	0	1
	0	0	0	0	0	0	0	0	2	0
AC007131.2	0	0	0	0	0	0	0	0	0	2
	18	8	51	19	4	11	22	8	5	25
EZR-AS1	2	0	4	0	0	2	3	2	2	4
RP4-650F12.2	1	0	0	1	0	0	0	4	3	0
RP1-122P22.2	34	25	18	59	60	28	16	10	29	14
RP4-684O24.5	0	0	0	2	1	0	0	0	0	0
	0	0	0	0	1	0	0	2	0	0
LINC01503	99	266	334	108	698	1152	628	493	938	695
	0	0	0	1	0	0	1	1	0	8
Z83851.4	20	43	41	141	48	238	131	343	333	360
	0	0	0	0	0	1	0	0	0	0
	0	2	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	1
	0	0	0	0	0	0	0	0	0	2
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
AC026202.3	9	10	8	20	23	0	4	3	4	13
RPL10P9	19	2966	92	1737	109	196	54	1923	1598	424
UBE2Q2P10	0	0	0	0	0	0	0	0	0	0
	0	2	2	450	8	3	9	3	0	7
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-372H2.1	0	0	1	29	15	0	0	1	0	0
RP5-1061H20.5	0	0	0	1	0	0	0	0	0	0
RPS15AP40	0	1	0	10	5	1	2	3	6	27
AL133493.2	13	8	6	18	21	3	152	24	34	913
RPSAP13	2	0	0	1	0	6	1	3	3	10
RP11-154D17.1	1	0	2	1	4	3	3	4	3	2
RPS28	4747	10373	14000	27593	11804	21538	4210	12218	10519	43002
RP11-305F18.1	4	0	0	22	0	0	2	21	118	24
MT1XP1	1	2	4	12	0	60	15	15	18	9
KRTAP5-AS1	1	30	29	12	60	1	36	4	22	14
CTXN2	0	0	0	2	1	0	0	0	0	1
	1	0	1	2	1	0	0	0	0	1
	0	0	0	0	0	0	0	0	1	0
RP11-399H11.2	10	0	1	2	10	2	2	21	0	12
	38	43	301	138	52	155	66	41	78	83
	0	0	1	0	0	0	0	0	0	0
RPL12P45	0	0	0	0	0	0	0	0	0	0
RP11-404H14.1	0	0	0	0	0	0	1	0	0	0
AC004012.1	0	2	28	7	1	6	3	0	1	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	2	1	0	0	0	0	0	0
	1	0	0	0	0	0	0	1	0	0
	0	0	0	6	0	1	0	3	0	0
	1	0	1	2	0	1	6	3	5	17
UQCRHL	47	49	64	537	97	157	48	103	54	202
	0	0	0	1	0	0	0	1	0	0
	1	0	1	1	0	0	2	1	1	6
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	5	1	0	0	1
UBE2SP1	17	3	8	87	18	30	20	40	31	224
RP11-250B2.3	4	13	34	17	11	8	18	35	9	23
RP11-354E11.2	10	20	23	79	75	1	14	61	12	21
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	13
RPS20P10	2	1	2	34	3	15	1	4	2	6
LINC01360	0	0	0	0	0	0	0	0	0	2
	1	0	3	1	2	1	1	6	6	28
RP11-288L9.1	26	0	0	7	2	0	3	1	0	3
	0	0	0	1	0	1	0	0	1	0
AC016735.3	0	0	0	0	0	0	0	0	0	2
	1	0	1	0	0	0	0	1	0	0
	0	1	4	1	0	1	0	4	2	12
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	1	2	0	0	0	1
	2	9	11	102	7	9	11	5	2	5
RP11-297H3.3	1	0	0	1	0	1	11	0	0	10
	0	0	0	0	0	1	0	0	0	0
	1	0	1	9	2	3	0	0	2	6
RP11-379J5.5	1	0	1	1	1	0	0	2	1	1
	0	0	0	227	2	1	3	1	2	3
	0	0	0	0	0	1	0	0	0	0
	1	1	1	0	0	1	2	2	0	3
LINC01425	0	0	0	611	0	0	0	0	0	148
	0	0	2	1	0	2	3	3	4	1
IGKV3OR2-268	9	42	3	109	58	7	52	21	7	80
	0	0	1	0	0	0	0	0	0	1
	2	1	4	4	0	0	2	0	5	4
	1	0	0	22	2	5	0	2	0	4
	0	0	1	0	3	3	1	3	5	3
	4	2	2	6	1	1	1	2	2	9
	2	1	0	1	0	0	0	0	0	0
RPL5P34	13	28	21	257	19	44	11	27	21	116
RP11-125M16.1	0	0	0	1	1	0	0	2	0	0
	0	0	0	0	0	0	0	0	0	0
	1	4	6	107	5	16	0	14	5	5
RP11-236P24.3	1	1	0	0	0	0	0	0	3	4
	5	0	8	3	0	0	2	0	0	0
RP11-75C9.2	0	0	0	0	0	0	0	0	0	0
AC008278.2	0	2	1	0	3	1	1	0	2	1
	0	0	1	1	0	0	0	0	0	0
RP11-310E22.4	7	0	4	0	4	1	2	0	1	0
AC062029.1	113	79	108	84	87	106	170	741	143	144
TMEM97P1	0	0	2	2	0	2	2	1	0	1
RPS3AP44	4	4	6	50	7	5	3	9	5	8
	0	0	0	1	0	0	0	0	0	0
	0	0	0	1	0	0	0	0	0	0
TXNP6	1	2	0	59	1	4	1	7	8	4
	0	0	0	0	0	0	0	0	0	0
RPL10P12	0	2	4	21	6	9	2	2	3	5
	0	0	0	2	0	89	41	122	422	27
	1	0	13	0	6	8	1	1	39	24
	3	2	6	6	11	2	30	4	20	14
	0	0	0	1	0	0	0	0	0	0
	0	0	0	0	1	0	0	0	0	0
	0	0	2	0	0	0	0	2	0	0
	0	0	0	0	0	0	0	0	0	0
	0	1	2	2	0	1	0	0	0	0
LINC00463	3	0	0	0	0	0	0	0	0	0
CASKP1	0	0	2	0	0	0	1	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	4	2	1	5	1	1	0	3
	51	84	414	257	60	141	48	130	92	273
	0	0	0	0	0	0	0	0	0	0
MTND4P26	2	1	4	6	1	7	4	8	4	7
	0	0	0	0	0	0	1	0	0	3
	0	0	0	1	0	1	0	1	0	0
PAGE2	120	0	0	0	0	0	1888	1	0	22
	0	0	0	0	0	0	0	0	0	0
	1	0	0	3	0	0	0	0	0	1
	0	0	0	0	0	0	0	0	0	0
AC074117.10	148	196	568	228	75	314	416	621	609	473
AC011816.1	0	0	0	0	0	0	1	0	0	0
	1	0	0	1	0	0	0	0	0	0
TPRG1-AS1	3	34	2	17	51	45	24	9	18	46
	0	5	5	36	3	8	3	3	5	21
	0	0	0	0	0	0	0	0	0	0
	0	1	0	0	0	1	0	0	0	0
RP3-388E23.2	6	2	11	29	1	19	33	16	3	16
	0	0	0	2	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-353M9.1	1	1	0	1	0	0	1	1	2	1
RPS15AP11	0	5	6	76	8	13	5	14	3	30
	0	0	0	0	0	0	0	1	0	0
	0	0	0	1	0	0	0	0	0	0
RP5-1177M21.1	0	0	0	0	0	0	0	0	0	0
	1	0	0	0	0	0	0	0	0	0
	1	1	5	133	6	7	12	18	10	25
	0	1	2	15	5	3	0	2	0	3
	0	0	0	5	0	0	0	0	1	0
	0	0	1	6	2	4	0	1	0	2
	0	0	0	0	0	0	0	0	0	0
RP11-364P22.1	0	3	0	1	0	2	0	1	0	3
	1	0	1	0	1	3	1	1	2	1
	0	0	0	4	0	0	0	0	0	0
	1	0	0	13	1	2	0	1	5	212
	0	0	0	0	0	0	0	0	0	0
RP11-259P20.1	1	0	0	1	0	0	13	3	4	3
RPL13AP6	3	9	16	57	18	30	1	20	14	32
	0	0	0	1	0	0	0	0	0	1
	0	0	2	0	0	0	0	1	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	1	1	3	0	1	0	0	0	0
	0	0	0	1	0	0	0	0	0	0
	1	0	1	4	1	2	1	0	1	5
	3589	4058	4418	10445	3371	1779	3069	3759	2428	8886
RP11-120D5.1	42	8	4	78	9	9	21	21	17	106
	1	3	4	229	6	3	11	7	11	14
	0	0	0	0	0	0	0	0	0	0
RP11-168O16.2	3	1	0	0	0	0	0	1	0	0
	8	6	7	8	4	5	0	2	14	18
	0	1	0	0	1	0	2	1	3	4
AC055764.1	1	0	2	0	0	3	1	1	2	1
RP4-550H1.4	2	0	2	4	3	2	0	1	1	3
AC009473.1	6	5	5	5	2	1	5	2	4	3
RP11-276E17.2	0	0	0	3	1	0	3	0	0	2
	1	0	0	0	0	0	2	0	0	0
	0	0	0	0	0	0	0	0	0	1
NAP1L4P3	1	1	1	38	2	1	0	13	5	2
	0	0	0	6	0	2	1	0	1	10
RP3-460G2.2	0	2	1	38	44	20	85	76	5	118
RP11-395L14.3	0	0	0	0	0	0	0	0	0	1
RP11-77G23.2	0	0	0	0	0	0	0	0	1	0
	0	0	0	3	1	1	0	1	0	1
RP11-30P6.6	0	10	11	42	45	14	11	14	3	6
RP11-64P14.7	6	0	0	0	1	0	5	3	0	1
	0	0	0	0	0	0	0	0	0	0
	2	1	0	0	0	0	0	0	0	0
RP11-613M10.6	9	29	60	97	23	42	31	115	48	176
PABPC5-AS1	0	2	0	2	2	0	0	0	0	0
AC009505.4	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	1	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	1
	0	0	1	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-446F3.2	0	0	0	0	0	0	0	0	0	0
RNASEH1-AS1	64	240	326	627	355	101	229	146	136	525
	0	0	0	0	0	0	0	0	0	0
RP11-257I14.1	0	0	0	0	0	0	0	0	0	8
AC016683.5	1	0	6	1	0	1	2	1	0	2
	11	8	8	14	10	2	14	2	6	9
HSPA8P1	22	1	7	347	9	10	3	19	23	106
LINC01114	0	0	0	0	0	1	1	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-182N22.8	6	0	1	0	0	0	0	1	2	0
RP11-118K6.2	0	0	0	0	0	0	0	0	0	0
AC004854.4	0	3	5	0	1	0	1	2	6	9
RP5-887A10.1	5	4	1	43	21	2	13	23	1	7
	2	0	2	2	0	7	1	2	0	5
	0	0	0	0	0	0	0	0	0	0
AIMP1P1	0	0	0	1	0	0	0	0	0	1
	0	0	0	0	0	0	0	0	0	0
RP11-433J22.3	0	0	0	1	0	0	2	2	0	0
RP11-157D23.2	0	0	0	0	2	0	1	1	0	0
	0	1	0	15	0	2	1	3	0	1
	0	6	2	4	1	1	4	11	7	5
	0	3	9	6	2	0	71	7	14	2
LINC01191	1	0	5	88	2	7	0	3	4	1
	0	0	0	3	0	0	0	0	0	0
	0	0	0	1	0	0	0	0	0	0
	1	0	0	0	0	0	0	0	0	0
RP5-1050D4.2	2	0	15	5	2	3	1	4	1	3
	0	0	0	0	0	0	0	0	0	0
	1	0	0	1	0	0	1	7	1	1
	0	0	0	0	0	0	0	38	0	0
	1	0	2	0	0	0	0	0	2	0
AC006372.4	2	0	1	0	1	0	0	0	0	6
RP11-25K21.1	0	0	0	0	0	0	0	2	0	0
	0	0	1	54	1	2	0	3	1	4
RP5-942I16.1	0	0	3	2	2	0	4	8	5	1
	1	0	0	0	0	0	0	0	0	0
CDCA4P4	2	0	1	4	7	9	3	3	2	15
RP11-315I20.1	9	10	25	25	18	30	29	33	6	26
	0	0	0	0	0	0	0	0	0	0
TMEM229A	3	3	62	2	4	0	2	1	0	1
RP4-704D21.2	0	0	0	1	0	0	0	0	0	0
NDUFS5P2	3	0	0	0	0	0	5	0	4	2
	0	0	0	1	0	0	0	0	0	11
	0	0	0	1	0	0	1	0	0	0
LINC01505	1	0	0	0	2	0	1	1	1	1
ZFX-AS1	0	0	0	1	0	0	0	0	0	3
	12	18	16	68	123	7	14	96	27	37
RP11-353N4.5	1	1	7	4	1	0	1	2	0	0
KCNH1-IT1	0	0	1	0	0	1	5	2	20	1
	0	0	0	0	0	0	0	0	0	0
BOK-AS1	0	0	14	3	1	1	3	1	1	561
	0	0	0	0	0	0	0	0	0	1
	0	0	0	0	1	0	0	0	0	1
	1	0	3	210	5	4	11	19	7	14
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	1	0	0
RP11-799O21.2	0	0	0	0	0	0	0	0	0	0
	10	1	22	19	1	11	18	40	11	28
	0	0	2	10	1	7	0	2	0	3
AC012370.3	0	0	2	1	1	0	4	0	1	1
	1	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	2	0	1	0
	0	0	0	2	0	2	0	1	0	1
RP11-146I2.1	9	0	0	22	1	5	1	12	2	67
	0	10	0	0	0	0	2	0	2	7
RP3-325F22.3	1	5	4	9	5	13	5	2	3	5
DEPDC1-AS1	7	0	0	9	1	4	5	12	5	13
RP11-157E14.1	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
AP000936.1	2	3	9	123	8	9	3	12	2	25
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	1	0	3	1	1	0	3	8	2	2
	0	2	0	0	1	0	2	1	0	1
	0	0	0	0	0	0	0	0	0	0
	1	0	0	1	1	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
CTD-2090I13.1	0	0	0	4	1	2	0	0	0	2
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
LANCL1-AS1	9	9	3	81	3	6	33	12	9	15
	0	0	0	0	0	0	0	0	0	0
RP11-495P10.6	3	0	0	39	3	0	0	0	0	1
ZNF879	213	45	76	176	208	187	135	81	118	141
	0	0	1	1	0	0	0	1	7	6
	1	41	20	2	8	2	22	4	25	4
	10	21	18	498	27	30	3	48	14	69
	0	0	0	0	0	0	0	1	0	0
H2BFS	0	0	0	1	0	2	1	1	0	1
AC116366.6	80	64	219	85	14	29	120	89	14	103
RP11-213H15.1	0	13	68	13	14	3	14	6	1	4
	0	1	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	1	1	0	2
	1	0	0	66	1	0	0	4	6	4
	0	0	0	0	0	0	0	0	0	1
CLYBL-AS1	0	0	0	0	0	0	0	0	1	1
	0	0	0	0	0	0	0	0	0	0
RP11-271F18.1	0	0	2	0	0	0	0	0	0	0
AC093381.2	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-432J24.3	6	24	2	1	0	1	2	1	1	21
	0	0	0	0	0	0	0	0	0	0
	0	1	1	3	0	0	0	0	0	1
RP4-771M4.3	0	0	1	0	2	0	0	0	1	2
	0	0	1	0	1	0	0	0	0	0
	0	0	1	0	0	0	0	0	0	0
ST13P18	0	4	4	119	1	13	1	14	10	12
	0	0	1	0	22	3	5	12	4	2
	0	1	7	9	0	5	4	8	1	3
	0	0	0	0	0	0	0	0	0	0
	12	19	30	65	60	52	52	47	50	120
	19	24	12	18	3	30	30	26	9	26
BCAS2P2	0	2	1	10	6	19	7	1	2	5
	0	0	0	0	0	0	0	0	0	0
RPS4XP11	1	3	24	132	20	12	4	16	5	33
JAZF1-AS1	0	0	3	5	6	3	3	7	0	5
	1	2	1	276	3	16	3	5	0	12
	9	19	93	22	4	44	21	19	19	74
	1	0	0	0	0	0	0	0	0	0
	1	0	13	0	0	9	1	6	8	6
	0	0	0	0	0	0	0	0	0	0
AC007405.4	6	19	255	58	11	4	21	35	0	7
AC009264.1	1	0	0	151	8	67	207	4	44	244
	20	17	50	17	3	49	46	86	35	88
RPS26P47	2	5	0	12	6	3	2	4	4	8
	0	0	0	0	0	0	0	0	1	0
	0	0	0	1	0	3	0	0	1	3
	2	3	1	2	1	1	1	1	0	3
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-52J3.3	0	0	0	0	0	0	0	0	0	0
AC104654.2	4	8	5	28	23	5	40	6	1	2
	0	0	0	1	0	0	0	0	1	0
PFN1P3	1	0	0	2	0	1	2	5	4	3
TATDN1P1	1	0	4	150	0	4	3	11	4	3
RPSAP31	0	1	1	10	7	1	4	3	4	5
	0	0	0	21	0	20	6	22	107	62
	0	0	0	0	0	0	2	0	0	0
RNF219-AS1	1	4	3	2	0	1	2	7	2	6
AC098828.2	1	1	7	0	0	1	2	11	5	0
	0	0	0	0	0	1	0	1	0	0
LINC01426	95	97	551	95	232	12	63	218	45	152
	0	0	0	0	0	0	0	0	0	0
	3	2	3	1	1	0	0	0	2	0
CTBP2P8	2	5	12	26	5	2	36	6	9	28
	1	0	0	0	0	0	0	0	4	3
	0	0	0	0	0	0	0	0	0	0
	0	0	0	2	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	1	0
	5	4	2	10	1	5	5	10	0	9
USP27X-AS1	54	50	60	125	87	32	93	72	106	153
	0	0	0	0	0	0	0	0	0	0
RP11-211N11.5	6	5	3	3	3	3	6	5	27	12
RP11-561O23.5	0	0	0	1	0	0	1	0	0	1
RP11-181G12.4	0	2	0	3	0	1	8	2	1	5
	1	0	3	31	2	12	0	4	5	2
	0	0	0	0	0	0	2	1	1	18
	0	0	0	0	0	0	0	0	0	0
	10	0	0	0	0	0	0	0	0	4
	0	0	0	0	0	0	0	0	0	0
LL0XNC01-250H12.3	5	2	13	35	11	5	7	8	16	6
	0	0	0	5	0	0	0	0	0	0
CCDC188	28	14	63	30	7	11	86	13	19	21
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-560I19.1	1	0	5	5	0	0	4	9	0	3
	0	0	0	5	0	0	1	0	0	0
ZNF37BP	749	251	849	831	136	846	529	626	958	1528
	0	0	0	1	0	0	0	0	0	1
	0	0	0	1	0	0	0	1	0	0
LINC01250	0	0	0	1	0	2	2	0	10	2
	0	1	6	1	1	0	2	4	1	8
RP11-528G1.2	0	0	1	5	1	0	0	3	1	0
RP11-459O1.2	0	0	0	0	0	0	2	96	0	0
RP3-413H6.2	1	1	1	3	6	0	2	7	0	177
RP11-666F17.1	1	0	1	4	2	2	2	3	3	8
	0	0	0	1	0	0	0	0	0	1
	0	0	0	0	0	0	0	0	0	0
RP11-1275H24.1	146	353	167	35	80	96	539	240	142	665
	0	0	0	0	0	0	0	1	0	0
	0	0	0	0	1	0	0	0	0	0
	0	2	0	0	1	1	2	0	1	3
	0	0	1	10	0	1	0	14	2	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
ZNF736	424	486	573	1065	446	363	812	1286	682	1377
	0	0	0	0	0	0	1	0	2	0
	0	0	0	0	1	0	3	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-706O15.3	123	6	0	119	11	20	98	7	451	541
	2	2	7	7	1	5	15	0	5	10
	0	0	0	0	0	0	0	0	0	1
SLC16A12-AS1	0	1	0	0	1	0	1	0	0	0
	0	0	0	0	0	0	0	0	0	2
MAGI2-AS3	221	2254	880	455	2314	81	486	348	306	436
	0	0	0	0	0	0	0	0	0	1
	0	0	0	1	0	0	7	0	0	0
	1	0	10	1	1	2	5	4	0	3
XXyac-YM21GA2.4	0	0	6	3	0	1	0	3	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	1	0	0	1	1	0	1
PINLYP	28	46	15	93	357	70	325	177	402	804
	0	0	1	1	2	1	0	2	0	1
	0	0	0	0	0	0	0	0	0	0
CLDN34	5	0	2	1	0	4	3	1	0	6
AC147651.1	3	0	0	1	1	1	3	3	4	73
	0	5	4	0	0	3	2	2	1	4
MIR3663HG	0	0	0	0	0	0	0	0	2	0
	0	0	0	1	3	2	4	31	13	80
AC004231.2	1	1	1	5	50	19	16	3	1	6
RP11-275I14.4	13	11	78	15	38	67	24	17	9	93
